RegionID,SizeRank,RegionName,RegionType,StateName,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021
394648,73,"Greensboro, NC",Msa,NC,189100,185704,185704,203448,210879,222027,231317,227601,241071,250594,246087,241443,236891,232153,240421,243394,255378,264761,271263,260023,259187,250733,252684,250097,246181,246088,243394,246181,250826,246181,267538,278602,278602,289843,275908,279400,274900,271500,275000,275000,287900,289000
394304,74,"Akron, OH",Msa,OH,149900,146900,139900,139900,149990,159777,169900,175000,174900,167900,160000,159900,154900,149900,149900,154900,159900,165000,178777,179990,179900,174900,167500,164900,155000,149900,145000,155000,164900,170000,181900,189900,189900,189900,179900,179900,169900,159900,155000,165000,175000,186300
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,369000,374000,371000,375000,379250,375000,379999,383404,379999,375000,369000,365000,360000,364500,369500,375000,379900,389000,389900,392500,385000,380000,379000,381990,388000,385000,385000,385182,384900,369995,375000,385000,389900,389900,395000,396780,395000,399900,,,,
394798,76,"Little Rock, AR",Msa,AR,165045,169632,169724,173394,174219,177976,178898,178806,176146,174219,174219,176146,174219,174219,174219,174311,182568,185779,197247,197247,197247,197705,192659,193577,191742,191742,191742,194494,201742,201834,209632,206421,206329,204586,210091,211515,217400,213221,215000,215500,233000,232000
395134,77,"Stockton, CA",Msa,CA,363257,366686,371448,370496,361924,380020,376209,380877,380877,376210,371448,371448,366686,370496,366686,366686,379068,404783,409545,419070,428594,428594,427642,423784,427642,428499,422984,423832,428594,428594,437166,457072,457167,475372,471454,462691,461834,471406,475000,489000,485450,500000
394457,78,"Charleston, SC",Msa,SC,370892,370057,370057,380166,383505,387447,394171,389988,389441,380166,370892,370892,368666,366254,370057,384896,398715,403445,407990,407990,394171,384896,380250,380250,377477,370984,373804,385360,397881,389441,403445,408083,412627,417357,417357,419000,420000,429900,430000,450000,465000,476995
395143,79,"Syracuse, NY",Msa,NY,131334,131334,131334,137554,144476,148857,148857,148857,151135,151792,148944,148857,148068,144564,148068,153237,157706,166379,170848,173914,170760,166379,165591,162086,161999,162086,162086,170760,175141,183902,188371,197044,197044,192664,197132,199900,190000,192000,187450,199900,220000,234900
394484,80,"Colorado Springs, CO",Msa,CO,477121,489735,479810,474356,479810,469011,463558,442669,425382,419820,414366,419820,414475,419820,435744,442725,463449,457995,463558,476646,490717,474465,474356,474465,479810,474356,474356,474356,490717,490826,500796,504078,508277,490826,479919,474465,474465,474465,,,,
395235,81,"Winston-Salem, NC",Msa,NC,217000,217990,219900,224900,224900,226000,225000,230000,249900,256500,250000,249900,249900,249000,250899,261520,274900,284900,294000,292900,290000,289000,289000,285450,279000,275000,275000,292900,294540,286900,304048,314900,315000,310780,301780,295400,289900,285900,290000,295000,301875,299900
395224,82,"Wichita, KS",Msa,KS,177900,177400,180000,195500,205000,210000,211600,205900,205000,202500,199800,199500,189900,189900,198350,199999,214500,224900,229500,229900,220000,219500,219500,219500,215000,200000,199900,206900,225000,230110,250000,272984,270175,264500,,235000,235000,229000,236900,262900,268250,254900
395115,83,"Springfield, MA",Msa,MA,242614,247187,240656,251013,261511,277141,279847,279847,270516,261184,256612,251853,251013,242522,241682,245415,256612,279007,289179,293844,279847,279847,279847,270516,261266,260345,261184,270516,302721,307841,325664,331263,335835,335835,326597,329900,315000,309900,310500,329900,349000,375000
394440,84,"Fort Myers, FL",Msa,FL,257609,264715,265301,265418,264715,265418,264715,261591,257687,256126,253783,256516,253783,252221,253783,256906,256906,256048,253783,253705,249801,245896,245973,249871,253783,260612,265418,272524,273227,265496,273305,288532,289703,288844,288141,288141,286486,284940,,,,
394399,85,"Boise City, ID",Msa,ID,309900,327990,339900,359900,344500,358075,365500,360000,354990,349990,349900,344990,339900,339900,339990,349900,365000,382999,389900,388000,384900,379900,375000,365000,368845,369990,379000,388403,395990,394990,399900,414900,424990,425000,430000,436900,457880,455000,459990,483990,499999,532990
