RegionID,SizeRank,RegionName,RegionType,StateName,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021
395160,86,"Toledo, OH",Msa,OH,129900,124900,124900,124900,134900,139900,148900,149000,145900,139900,139900,139500,135000,135000,134900,139900,157900,172500,184700,179000,174900,169900,160000,159900,159500,154900,153900,152000,157500,167500,189900,195000,199900,210000,194900,194500,169900,165000,169500,185000,184900,179000
394816,87,"Madison, WI",Msa,WI,299900,299900,319000,329900,339900,344900,339900,339900,335000,329000,324900,320455,319900,324900,329000,349900,350000,349900,349900,349900,349900,345900,340000,339900,339900,339900,350000,366300,369900,374900,377900,379000,374900,364900,356000,364500,359900,373300,382000,385400,382900,384900
394766,88,"Lakeland, FL",Msa,FL,225000,227000,225000,229000,230000,235000,235900,235900,237500,232995,229900,225900,225000,228990,227900,228885,229900,231490,236900,235900,235000,235000,235000,234970,232990,233970,235000,238990,239900,236000,238000,239999,245900,249600,249950,253990,256832,259900,263900,265900,276990,294900
394931,89,"Ogden, UT",Msa,UT,340542,340542,350861,366237,386876,384916,386979,387998,386979,379756,376557,370881,371397,380788,386979,392138,402459,412675,402459,397299,392036,390075,380788,361181,371397,381716,392139,402459,402459,402355,423087,443736,455501,443736,446316,449900,461500,467000,,,,
394528,90,"Daytona Beach, FL",Msa,FL,269000,269000,268000,272000,274500,275000,285000,288987,284900,279900,278500,274900,270000,270375,270650,275000,280000,289900,290000,289000,285000,279900,277000,277000,277000,278700,278500,284900,289000,279150,284899,287837,293000,290000,295990,297500,299000,299000,299900,315000,325000,339900
394531,91,"Des Moines, IA",Msa,IA,285661,285759,290686,295613,303496,305467,306452,305467,305368,300441,295613,295515,294036,289696,292055,295515,300441,300540,298077,295613,291662,285661,279847,270880,265953,267037,270979,277876,283690,285661,290686,295612,295613,290588,285728,285763,283813,285865,285900,293000,302200,315900
394711,92,"Jackson, MS",Msa,MS,233667,235933,231307,231307,238765,240748,242636,248301,240748,235942,234611,228380,226586,226586,226492,232156,235933,245067,245468,251038,245374,244524,243486,243108,240748,250094,249150,250094,252077,254815,268127,281344,292579,288236,287953,289900,289000,285000,279900,279900,273000,279500
394352,94,"Augusta, GA",Msa,GA,221900,219900,224900,229000,229900,235000,239000,236500,229900,229000,225000,225000,224900,224500,223155,221900,230000,239900,239900,235000,239900,238900,238900,235000,233900,233000,234900,235130,239900,248900,255000,259900,255000,260030,266930,262900,251925,252280,254900,263300,273580,284950
394666,96,"Harrisburg, PA",Msa,PA,211617,209241,214899,223500,237532,243190,252130,248849,243304,244520,247830,243190,231874,231987,236514,237532,243304,245454,248849,260165,265936,263560,260278,258920,260165,259033,258128,265936,275854,276687,279969,288456,288569,282798,282798,285000,269900,269900,271700,289000,299000,309900
395006,100,"Provo, UT",Msa,UT,392261,390496,402587,423238,425406,412499,407853,402587,402587,411983,402587,392365,387202,387202,392778,402587,412029,412912,411983,413005,421657,424270,418075,411983,411983,412912,419916,438726,438829,433563,443992,464642,482185,500781,516166,506187,516268,516166,520000,514000,524900,549900
394602,159,"Fort Collins, CO",Msa,CO,454196,456736,467971,464063,464063,473264,473095,473823,464063,459081,458104,451185,449399,439639,439639,439639,446478,447127,454196,454293,444560,439541,439639,439639,442277,440191,449116,459178,468948,468948,473735,483603,483603,478620,473833,468948,476282,477714,,,,
